;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
no_spp;nama_kebuns;dibayar_kepada;tanggal_spp;no_spk;tgl_spk;tgl_brkhir_spk;no_ba;tgl_ba;tgl_faktur;uraian_spp;nilai_rupiah;tgl_masuk;status pembayaran;DIBAYAR;BELUM DIBAYAR;kategori;jenis dokumen;KATEGORI;NO PO;NO MIRO/SES
5TAN/SPP/942/IX/2025;TABARA;PT Duta Ayu Nugraha;24-Sep-25;5TAN/SPK/81/5KTB/VI/2025;20/06/2025;Tidak dilampirkan Kontraknya;5KTB/STP.Mnjr/01/PML/dan/07/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) III seluas 655,64 Ha Kebun Tabara bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/81/5KTB/VI/2025 tgl. 20 Juni 2025;79.471.873;25/09/2025;SUDAH DIBAYAR;79.471.873;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072450;5201466468
5TAN/SPP/943/IX/2025;TABARA;PT Duta Ayu Nugraha;24-Sep-25;5TAN/SPK/15/5KTB/VI/2025;13/02/2025;31/03/2025;5KTB/STP Mnjr/01/PML/dan/06/2025;31/05/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) I & III Kebun Tabara bulan Juni 2025 SP No. 5TAN/SPK/15/5KTB/II/2025 tgl. 13 Februari 2025;24.563.228;25/09/2025;SUDAH DIBAYAR;24.563.228;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065564;5201440579
5TAN/SPP/944/IX/2025;TABARA;PT Duta Ayu Nugraha;24-Sep-25;5 TAN/SPK/80/5KTB/IV/2025;20/06/2025;31/12/2025;5KTB/STP Mnjr/01/PML/dAN/07/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/80/5KTB/VI/2025 tgl. 20 Juni 2025;86.519.326;25/09/2025;SUDAH DIBAYAR;86.519.326;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072446;5201466084
5TAN/SPP/945/IX/2025;TAJATI;CV Cipta Anugrah Sejahtera;24-Sep-25;5TAN/SPK/67/5KTJ/V/2025;05/08/2025;31/12/2025;5KTJ/Tan/BAST/05/VIII/2025;30/08/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) III seluas 159,59 Ha Kebun Tajati bulan Agustus 2025 sesuai SPK No. 5TAN/SPK/67/5KTJ/V/2025 tgl .08 Mei 2025;62.977.336;25/09/2025;SUDAH DIBAYAR;62.977.336;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069985;5201490094
5TAN/SPP/964/IX/2025;TABARA;PT Duta Ayu Nugraha;24-Sep-25;5TAN/SPK/80/5KTB/VI/2025;20/06/2025;31/12/2025;5KTB/STP/Mnjr/01/PML/dan 06/2025;30/06/2025;;Permohonan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/80/5KTB/VI/2025 tgl. 20 Juni 2025;34.913.716;10/01/2025;SUDAH DIBAYAR;34.913.716;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072446;5201441564
5TAN/SPP/962/IX/2025;TABARA;PT Duta Ayu Nugraha;25-Sep-25;5TAN/SPK/79/5KTB/VI/2025;17/06/2025;31/12/2025;5KTB/STP Mnjr/01/PML/dan/06/2025;30/06/2025;;Pengadaan Jasa Pemeliharaan Tanaman Belum Menghasilkan (TBM) I seluas 328,81 Ha Kebun Tabara Bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/79/5KTB/VI/2025 tgl. 17 Juni 2025;35.857.307;30/09/2025;SUDAH DIBAYAR;35.857.307;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072441;5201441563
5TAN/SPP/961/IX/2025;NGABANG;CV Kawan Sejati;28-Sep-25;5TAN/SPK/64/5KNG/V/2025;05/06/2025;31/12/2025;5KNG/BASTP/04/VIII/2025;30/08/2025;;Permintaan pembayaran Pekerjaan TBM IV seluas 220,60 Ha Kebun Ngabang bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/64/5KNG/V/2025 tgl. 6 Mei 2025;25.017.007;30/09/2025;SUDAH DIBAYAR;25.017.007;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300070256;5201494178
5TAN/SPP/960/IX/2025;TABARA;PT Duta Ayu Nugraha;24-Sep-25;5TAN/SPK/81/5KTB/VI/2025;20/06/2025;31/12/2025;5KTB/STP/Mnjr/01/PML/dan/06/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) III Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/81/5KGM/VI/2025 tgl. 2 Juni 2025;53.980.603;30/09/2025;SUDAH DIBAYAR;53.980.603;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072450;5201441565
5TAN/SPP/959/IX/2025;GUNUNG MELIAU;CV Restu Sejahtera Gemilang;08-Sep-25;5TAN/SPK/63/5KGM/V/2025;05/05/2025;31/12/2025;5KGM/BAST/Tan/16/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) II, III & IV seluas 100,44 Ha Kebun Gunung Meliau bulan Juli 2025 sesuai SPK No. 5TAN/SPK/63/5KGM/V/2025 tgl. 5 Mei 2025;26.316.682;30/09/2025;SUDAH DIBAYAR;26.316.682;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069360;5201472430
5TAN/SPP/958/IX/2025;NGABANG;CV Kawan Sejati;28-Sep-25;5TAN/SPK/59/5KNG/V/2025;25/04/2025;31/12/2025;Ngabang,BASTP/02/VI/2025;30/08/2025;;Permintaan pembayaran Pekerjaan TBM III seluas 119,19 Ha Kebun Ngabang bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/59/5KNG/V/2025 tgl. 25 April 2025;25.563.378;30/09/2025;SUDAH DIBAYAR;25.563.378;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069215;5201494170
5TAN/SPP/957/IX/2025;TAJATI;PT Duta Ayu Nugraha;25-Sep-25;5TAN/SPK/79/5KTB/VI/2025;17/06/2025;31/12/2025;5KTB/STP Mnjr/01/PML/dan/07/2025;31/07/2025;;Pengadaan Jasa Pemeliharaan Tanaman Belum Menghasilkan (TBM) I seluas 328,81 Ha Kebun Tajati bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/79/5KTB/VI/2025 tgl. 17 Juni 2025;83.980.520;30/09/2025;SUDAH DIBAYAR;83.980.520;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072441;5201465583
5TAN/SPP/953/IX/2025;GUNUNG MELIAU;CV Restu Sejahtera Gemilang;25-Sep-25;5TAN/SPK/63/5KGM/V/2025;05/05/2025;31/12/2025;5KGM/BAST/Tan/17/VIII/2025;31/08/2025;;Permintaan pembayaran Pekerjaaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) II, III & IV seluas 100,44 Ha Kebun Gunung Meliau bulan Agustus 2025 sesuai SPK No. 5TAN/SPK/63/5KGM/V/2025 tgl. 5 Mei 2025;33.338.017;30/09/2025;SUDAH DIBAYAR;33.338.017;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069360;5201499456
5TAN/SPP/951/IX/2025;NGABANG;PT Mitra Power Perkasa;24-Sep-25;5TAN/SPK/60/5KGM/V/2025;25/04/2025;31/12/2025;NGabang/BAST/04/VIII/2025;30/08/2025;;Permintaan pembayaran Pekerjaaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) II seluas 331,35 Ha Afdeling III & V Kebun Ngabang bulan Agustus 2025 sesuai SPK No. 5TAN/SPK/60/5KGM/V/2025 tgl. 25 April 2025;85.522.940;30/09/2025;SUDAH DIBAYAR;85.522.940;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068942;5201494154
5TAN/SPP/952/IX/2025;NGABANG;PT Mitra Power Perkasa;24-Sep-25;5TAN/SPK/88/5KNG/IV/2025;06/02/2025;31/12/2025;NGabang/BAST/04/VIII/2025;30/08/2025;;Permintaan pembayaran Pemel Tanaman Belum Menghasilkan (TBM) I seluas 286,39 Ha di Afdeling V Kebun Ngabang bulan Agustus 2925 sesuai Surat Perjanjian No. 5TAN/SPK/88/5KNG/IV/2025 tgl. 2 Juni 2025;49.388.516;30/09/2025;SUDAH DIBAYAR;49.388.516;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072492;5201494138
5TEP/SPP/672/X/2025;DANAU SALAK;Koperasi Karyawan Karya Lestari;1 Okt 2025;5TEP-AB/SP/107/VII/2025;28/07/2025;09/11/2025;5KDS/BASTP/134/IX/2025;09/11/2025;;Pembayaran rampung atas Sewa 400 HM Bulldozer D3 untuk Babat Gawangan Afd. X Kebun Danau Salak Kalimantan Selatan sesuai No. SPK Kontrak 5TEP-AB/SP/107/VII/2025;214.130.000;10/01/2025;SUDAH DIBAYAR;214.130.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300073867;5201499950
5TAN/SPP/890/IX/2025;KEMBAYAN;PT Mitra Power Perkasa;04-Sep-25;5TAN/SPK/58/5KBY/IV/2025;25/04/2025;31/12/2025;5KBY/BAST/TAN/047/VII/2025;31/07/2025;;Pembayaran Pekerjaan Pemel TBM I seluas 311,16 Ha di Afd. I & III Kebun Kembayan bulan Juli 2025 sesuai SPK No. 5TAN/SPK/58/5KBY/IV/2025 tgl. 25 April 2025;103.315.559;09/08/2025;SUDAH DIBAYAR;103.315.559;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068842;5201472404
5TAN/SPP/972/IX/2025;LONGKALI;PT Mitra Power Perkasa;30-Sep-25;5TAN/SPK/71/5KLK/V/2025;05/08/2025;31/12/2025;5KLK/BAST/14/VIII/III/2025;30/08/2025;;Pembayaran atas Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) III seluas 207,08 Ha di Afd. IV Kebun Longkali bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/71/5KLK/V/2025 tgl. 08 Mei 2025;79.101.880;10/03/2025;SUDAH DIBAYAR;79.101.880;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069982;5201495430
5TAN/SPP/1017/X/2025;KANDIR;CV Langit Bumi Khatulistiwa;9 Okt 2025;5TAN/SPJ/104/5UKB/VIII/2025;19/08/2025;18/10/2025;5KNG/BA/05/LBK/VIII/2025;19/08/2025;;Pembayaaran atas Pekerjaan Pengadaan Pallet Kayu Kebun Gunung Meliau, Sungai Dekan, dan Ngabang 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/104/5UKB/VIII/2025 tgl. 19 Agustus 2025;197.218.695;10/09/2025;SUDAH DIBAYAR;197.218.695;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300075641;5201511950
5TAN/SPP/1003/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;7 Okt 2025;5TAN/SPK/84/5KDS/VI/2025;17/06/2025;31/12/2025;5KDS/BASTP/125/VIII/2025;30/08/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM I seluas 885,8 Ha bulan Agustus 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/84/5KDS/VI/2025 tgl. 17 Juni 2025;463.689.955;10/08/2025;SUDAH DIBAYAR;463.689.955;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072453;
5TAN/SPP/1002/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;7 Okt 2025;5TAN/SPK/85/5KDS/VI/2025;19/06/2025;31/12/2025;5KDS/bASTP/127/VIII/2025;30/08/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM III seluas 1.223,69 Ha bulan Agustus Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025;228.714.928;10/08/2025;SUDAH DIBAYAR;228.714.928;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072455;5201491164
5TAN/SPP/1000/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;7 Okt 2025;5TAN/SPK/87/5KDS/VI/2025;20/06/2025;31/12/2025;5KDS/BASTP/128/VIII/2025;30/08/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM IV seluas 412,31 Ha bulan Agustus 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/87/5KDS/VI/2025 tgl. 20 Juni 2025;86.421.007;10/08/2025;SUDAH DIBAYAR;86.421.007;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072456;5201491176
5TAN/SPP/1001/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;7 Okt 2025;5TAN/SPK/85/5KDS/VI/2025;17/06/2025;31/12/2025;5KDS/BASTP/126/VIII/2025;30/08/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TBM 1.119,45 Ha bulan Agustus 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025;367.655.132;10/08/2025;SUDAH DIBAYAR;367.655.132;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072454;5201491124
5TAN/SPP/1009/X/2025;RIMBA BELIAN;CV Riezky Perkasa;6 Okt 2025;5TAN/SPK/14/5KRB/II/2025;13/02/2025;31/03/2025;5KRB/II/BASTP/01/II/2025;28/02/2025;;Permintaan pembayaran Pekerjaan Pembibitan Main Nursery Afdeling III Kebun Rimba Belian bulan Pebruari 2025 sesuai Surat Perjanjian No. 5TAN/SPK/14/5KRB/II/2025 tgl. 13 Pebruari 2025;37.201.191;10/08/2025;SUDAH DIBAYAR;37.201.191;0;Investasi On Farm;Pembangunan bibitan;CAPEX;4300065563;5201355426
5TAN/SPP/999/X/2025;DANAU SALAK;CV Global Indo Konstruksi;7 Okt 2025;5KDS/SPK/46.1/VII/2025;07/01/2025;31/07/2025;5KDS/BASTP/111/VII/2025;31/07/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Areal TM Afd. VIII bulan Juli 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/46.1/VII/2025 tgl. 01 Juli 2025;19.266.976;10/07/2025;SUDAH DIBAYAR;19.266.976;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4703790001;5201467034
5TAN/SPP/998/X/2025;DANAU SALAK;CV Global Indo Konstruksi;7 Okt 2025;5KDS/SPK/48.1/VII/2025;07/01/2025;31/07/2025;5KDS/BASTP/113/VII/2025;31/07/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Areal TM Afd. XIII bulan Juli 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/48.1/VII/2025 tgl. 01 Juli 2025;47.140.756;10/07/2025;SUDAH DIBAYAR;47.140.756;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4703790003;5201467057
5TAN/SPP/997/X/2025;DANAU SALAK;CV Global Indo Konstruksi;7 Okt 2025;5KDS/SPK/47.1/VII/2025;07/01/2025;31/07/2025;5KDS/BASTP/112/VII/2025;31/07/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan Areal TM Afd. XII bulan Juli 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/47.1/VII/2025 tgl. 01/07/2025;7.729.609;10/07/2025;SUDAH DIBAYAR;7.729.609;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4703790002;5201467043
5TAN/SPP/996/X/2025;DANAU SALAK;CV Global Indo Konstruksi;7 Okt 2025;5KDS/SPK/45.1/VII/2025;07/01/2025;31/07/2025;5KDS/BASTP/110/VII/2025;31/07/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TM Afd. IX, XII, XIII (Pangkas Pelepah) bulan Juli 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/45.1/VII/2025 tgl. 01 Juli 2025;44.161.350;10/07/2025;SUDAH DIBAYAR;44.161.350;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4703789999;5201467020
5TAN/SPP/994/X/2025;SUNGAI DEKAN;CV Karya Abadi;1 Okt 2025;5TAN/SPK/38/5KSD/III/2025;03/11/2025;31/03/2025;5KSD/BASTP/07/V/2025;31/05/2025;;Permintaan pembayaran Pekerjaan Tanaman Menghasilkan (TM) Memupuk NPK seluas 630,89 Ha Afdeling I & III Kebun Sungai Dekan bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/38/5KSD/III/2025 tgl. 11 Maret 2025;49.425.601;10/07/2025;SUDAH DIBAYAR;49.425.601;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300066699;5201416829
5TAN/SPP/995/X/2025;NGABANG;PT Mitra Power Perkasa;7 Okt 2025;5TAN,SPK,99/5KNG/VIII,2025;08/08/2025;31/12/2025;NGabang/BASTP/01/VIII/2025;30/08/2025;;Permintaan pembayaran Pemeliharaan TM seluas 2.268,8 Ha di Afd. I, II, III, IV, V bulan Agustus Kebun Ngabnag sesuai Surat Perjanjian No. 5TAN/SPK/99/5KNG/VIII/2025 tgl. 8 Agusus 2025;28.504.336;10/07/2025;SUDAH DIBAYAR;28.504.336;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300074655;5201499850
5TAN/SPP/980/X/2025;GUNUNG EMAS;CV Kawan Sejati;3 Okt 2025;SPKNo 5TAN/SPK/70/5KGE/V/2025;15/05/2025;31/12/2025;5KGS/BAST/04/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan-III (TBM-III) Afdeling III & V Bulan Juli 2025 Kebun Gunung Emas sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025;11.816.711;10/07/2025;BELUM SIAP  DIBAYAR;0;11.816.711;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069894;
5TAN/SPP/993/X/2025;GUNUNG EMAS;CV Kawan Sejati;3 Okt 2025;5TAN/SPK/70/5KGE/V/2025;15/05/2025;31/12/2025;5KGS/BAST/06/IX/2025;09/01/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan-III (TBM-III) Afdeling III & V bulan Agustus 2025 Kebun Gunung Emas sesuai SPK No. 5TAN/SPK/70/5KGE/V/2025 tgl. 15 Mei 2025;8.666.130;10/07/2025;SUDAH DIBAYAR;8.666.130;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300064989;5201498129
5TAN/SPP/881/IX/2025;SUNGAI DEKAN;PT Mitra Power Perkasa;02-Sep-25;5TAN/SPK/56/5kSD/IV/2025;25/04/2025;31/12/2025;5KSD/BA-STP/13/2025;31/05/2025;;Pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) IV Herbisida Chemis Piringan & Pasar Pikul (Gilfosat) Kebun Sungai Dekan bulan Mei 2025 sesuai Surat Perjanjian No. 5TAN/SPK/56/5kSD/IV/2025 tgl. 25 April 2025;22.771.509;09/04/2025;SUDAH DIBAYAR;22.771.509;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068841;5201416808
5TAN/SPP/1022/X/2025;TABARA;CV Fajar Citra Lestari;10 Okt 2025;5TAN/SPK/101/5KTB/VIII/2025;08/11/2025;31/12/2025;5KTB/STP-Mnjr/01/PML/FCL/08/2025;09/01/2025;;Pembayaran atas Pekerjaan Pemeliharaan TM seluas 204 Ha Kebun Tabara bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/101/5KTB/VIII/2025 tgl. 11 Agustus 2025;42.577.600;13/10/2025;SUDAH DIBAYAR;42.577.600;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300074657;5201490227
5TAN/SPP/1040/X/2025;TABARA;CV Cipta Anugerah Sejahtera;10 Okt 2025;5TAN/SPK/83/5KTB/VI/2025;06/12/2025;31/12/2025;5KTB/STP MNjr/01/PML/CAS/07/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) V seluas 520,67 Ha Kebun Tabara bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/83/5KTB/VI/2025 tgl. 12 Juni 2025;87.779.803;14/10/2025;SUDAH DIBAYAR;87.779.803;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072452;5201466390
5TAN/SPP/1028/X/2025;TABARA;PT Duta Ayu Nugraha;10 Okt 2025;5TAN/SPK/80/5KTB/VI/2025;20/06/2025;31/12/2025;5KTB/STP Mnjr/01/PML/dan /08/2025;09/01/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II seluas 496,15 Ha Kebun Tabara bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/80/5KTB/VI/2025 tgl. 20 Juni 2025;77.262.053;14/10/2025;SUDAH DIBAYAR;77.262.053;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;43000724446;5201488173
5TAN/SPP/1063/X/2025;PARINDU;CV Multi Indah Lestari;15 Okt 2025;5TAN /SPK/40/5KPR/III/2025;03/11/3035;25/04/2025;5KPR/BAST/09/IV/2025;25/04/2025;;Permintaan pembayaran Pekerjaan Jasa Angkut Batu Incl Bahan dari Tangkahan Batu Afd. I s.d. V Kebun Parindu bulan April 2025 sesuai Surat Perjanjian No. 5TAN /SPK/40/5KPR/III/2025 tgl. 11 Maret 2025;188.842.500;21/10/2025;;0;188.842.500;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300066718;
5TAN/SPP/1065/X/2025;SUNGAI DEKAN;PT Mitra Power Perkasa;15 Okt 2025;5TAN/SPK/56/5KSD/IV/2025;25/04/2025;31/12/2025;5KSD/BA-STP/20/VIII/2025;09/01/2025;;Pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) IV seluas 353,72 Ha di Afdeling VI dan VII Kebun Sungai Dekan bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/56/5KSD/IV/2025 tgl. 25 April 2025;17.918.830;21/10/2025;SUDAH DIBAYAR;17.918.830;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068841;5201502094
5TAN/SPP/1066/X/2025;NGABANG;PT Mitra Power Perkasa;20 Okt 2025;5TAN/SPK/60/5KNG/IV/2025;25/04/2025;31/12/2025;Ngabang /BASTP/05/IX/2025;30/09/2025;;Permintaan pembayaran Pemeliharaan (TBM) II seluas 331,35 Ha Afdeling III & V Kebun Ngabang bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/60/5KNG/IV/2025 tgl. 25 April 2025;47.107.374;21/10/2025;SUDAH DIBAYAR;47.107.374;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068942;5201516802
5TAN/SPP/1037/X/2025;TABARA;PT Duta Ayu Nugraha;10 Okt 2025;5TAN/SPK/81/5KTB/VI/2025;20/06/2025;31/12/2025;5KTB/STP Mnjr/01/PML/dan/08/2025;09/01/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) III seluas 655,64 Ha Afdeling III Kebun Tabara bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/81/5KTB/VI/2025 tgl. 20 Juni 2025;87.974.389;14/10/2025;SUDAH DIBAYAR;87.974.389;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072450;5201488161
5TAN/SPP/1035/X/2025;TABARA;PT Duta Ayu Nugraha;10 Okt 2025;5TAN/SPK/79/5KTB/VI/2025;17/06/2025;31/12/2025;5KTB/STP Mnjr/01/PML/dan/08/2025;09/01/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) I seluas 328,81 Ha Kebun Tabara bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/79/5KTB/VI/2025 tgl. 17 Juni 2025;160.863.721;14/10/2025;SUDAH DIBAYAR;160.863.721;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072441;5201487522
5TAN/SPP/1036/X/2025;GUNUNG EMAS;PT Mitra Power Perkasa;6 Okt 2025;5TAN/SPK/55/5KGS/IV/2025;22/04/2025;31/12/2025;5KGS/BAST/03/VII/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II Afdeling III & V Kebun Gunung Emas bulan Juli 2025 sesuai SPK No. 5TAN/SPK/55/5KGM/IV/2025 tgl. 22 April 2025;12.966.984;14/10/2025;SUDAH DIBAYAR;12.966.984;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068840;5201482542
5TAN/SPP/1043/X/2025;GUNUNG EMAS;PT Mitra Power Perkasa;6 Okt 2025;5TAN/SPK/55/5KGS/IV/2025;22/04/2025;31/12/2025;5KGS/BASTP/05/IX/2025;01/09/1015;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II Afdeling III & V Kebun Gunung Emas bulan Agustus 2025 sesuai SPK No 5TAN/SPK/55/5KGS/IV/2025 tgl. 22 April 2025;22.703.164;14/10/2025;SUDAH DIBAYAR;22.703.164;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068840;5201498128
5TAN/SPP/1057/X/2025;KANDIR;PT Mutuagung Lestari Tbk;20 Okt 2025;5TAN/X/62/IX/2025;09/11/2025;;Tidak Ada BA nya;;;Permintaan pembayaran Pekerjaan Biaya Pengujian Pupuk Nitrogen & Kadar Air bulan Juli 2025;3.108.000;20/10/2025;;0;3.108.000;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;Tidak ada lampiran PO nya;
5TAN/SPP/1056/X/2025;KANDIR;PT Mutuagung Lestari Tbk;20 Okt 2025;5TAN/X/46/VII/2025;24/07/2025;;Tidak Ada BA nya;;;Permintaan pembayaran Pekerjaan Biaya Pengujian Pupuk bulan September 2025 RO5 TAN;5.328.000;20/10/2025;;0;5.328.000;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;Tidak ada lampiran PO nya;
5TAN/SPP/1059/X/2025;PARINDU;PT Mitra Power Perkasa;15 Okt 2025;5TAN/SPK/12/5KRP/II/2025;02/11/2025;28/03/2025;5KPR/BAST/05/III/2025;28/03/2025;;Permintaan pembayaran Sewa Excavator Mini PC 55 untuk Pekerjaan Pemeliharaan Jalan Koleksi Afdeling I Kebun Parindu bulan Maret 2025 sesuai Surat Perjanjian No. 5TAN/SPK/12/5KRP/II/2025 tgl. 11 Februari 2025;142.126.056;21/10/2025;SUDAH DIBAYAR;142.126.056;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300065310;5201488164
