;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
no_spp;nama_kebuns;dibayar_kepada;tanggal_spp;no_spk;tgl_spk;tgl_brkhir_spk;no_ba;tgl_ba;tgl_faktur;uraian_spp;nilai_rupiah;tgl_masuk;status pembayaran;DIBAYAR;BELUM DIBAYAR;kategori;jenis dokumen;KATEGORI;NO PO;NO MIRO/SES
5TAN/SPP/1058/X/2025;NGABANG;PT Mitra Power Perkasa;20 Okt 2025;5TAN/SPK/99/5KNG/VIII/2025;08/08/2025;31/12/2025;Ngabang /BASTP/09/IX/2025;30/09/2025;;Permintaan pembayaran Pemeliharaan TM seluas 2268,80 Ha Afdeling I, II, III, IV, V Kebun Ngabang bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/99/5KNG/VIII/2025 tgl. 08 Agustus 2025;83.757.674;21/10/2025;SUDAH DIBAYAR;83.757.674;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300074655;5201521261
5TAN/SPP/1039/X/2025;NGABANG;CV Kawan Sejati;10 Okt 2025;5TAN/SPK/64/5KNG/V/2025;05/06/2025;31/12/2025;5KNG/BASTP/STP/05/IX/2025;30/09/2025;;Permintaan pembayaran Pemeliharaan TBM IV seluas 226,6 Ha Afdeling IV & V Kebun Ngabang bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/64/5KNG/V/2025 tgl. 06 Mei 2025;32.170.263;14/10/2025;SUDAH DIBAYAR;32.170.263;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300070256;5201516793
5TEP/SPP/800/X/2025;GUNUNG EMAS;CV Rekan Taba;23 Okt 2025;5TEP-AB/SP/098/VII/2025;16/07/2025;29/09/2025;5KGS/BAST/08/IX/2025;24/09/2025;;Pembayaran rampung atas Sewa Excavator PC 75 untuk Meratakan Pasar Pikul dan Dongkel Tukulan Mekanis di TBM III Afd. V Kebun Gunung Emas Kalimantan Barat Kontrak No. 5TEP-AB/SP/098/VII/2025;297.979.375;23/10/2025;SUDAH DIBAYAR;297.979.375;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300073648;5201530212
5TEP/SPP/801/X/2025;GUNUNG EMAS;CV Rekan Taba;23 Okt 2025;;;;;;;Pembayaran Rampung atas Jasa Angkutan Batu untuk Perbaikan Jalan Koleksi Afd. I s.d. VII Kebun Gunung Emas Kalimantan Barat Kontrak No. 5TEP-AB/SP/094/VII/2025;301.951.800;23/10/2025;SUDAH DIBAYAR;301.951.800;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072847;5201530260
5TAN/SPP/1041/X/2025;TABARA;CV Lin Citra Wahana;10 Okt 2025;5TAN/SPK/81/5KTB/VI/2025;06/05/2025;31/12/2025;5KTB/STP/Mnjr/01/PML/LCW/08/2025;09/01/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) IV seluas 244 Ha Kebun Tabara bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/81/5KTB/VI/2025 tgl. 05 Juni 2025;35.792.682;14/10/2025;SUDAH DIBAYAR;35.792.682;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072451;
5TAN/SPP/1038/X/2025;NGABANG;CV Kawan Sejati;10 Okt 2025;5TAN/SPK/59/5KNG/IV/2025;25/04/2025;31/12/2025;Ngaba/BASTP/05/IX/2025;30/09/2025;;Permintaan pembayaran Pemeliharaan TBM III seluas 119,19 Ha Afdeling III Kebun Ngabang bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/59/5KNG/IV/2025 tgl. 25 April 2025;24.403.201;14/10/2025;SUDAH DIBAYAR;24.403.201;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069215;5201516800
5TAN/SPP/1031/X/2025;DANAU SALAK;CV Karya Kharisma Jaya;13 Okt 2025;5KDS/SPK/33.1/V/2025;05/02/2025;31/05/2025;5KDS/BASTP/35/VI/2025;06/02/2025;;Permintaan pembayaran atas Pekerjaan Penyisipan Bibit Tanaman Sawit TBM II Afdeling IX bulan Mei 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/33.1/V/2025 tgl. 2 Mei 2025;49.263.640;14/10/2025;SUDAH DIBAYAR;49.263.640;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4703689104;5201415265
5TAN/SPP/1032/X/2025;DANAU SALAK;CV Karya Kharisma Jaya;13 Okt 2025;5KDS/SPK/33.1/V/2025;05/02/2025;31/05/2025;5KDS/BASTP/38/VI/2025;06/02/2025;;Permintaan pembayaran atas Pekerjaan Penyisipan Bibit Tanaman Sawit TBM II Afdeling IX bulan Mei 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/33.1/V/2025 tgl. 2 Mei 2025;6.992.350;14/10/2025;SUDAH DIBAYAR;6.992.350;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4703689108;5201415285
5TAN/SPP/1033/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;13 Okt 2025;5KDS/SPK/34.1/V/2025;05/02/2025;31/05/2025;5KDS/BASTP/36/VI/2025;06/02/2025;;Permintaan pembayaran atas Pekerjaan Penyisipan Bibit Tanaman Sawit TBM III Afdeling X Kebun Danau Salak bulan Mei 2025 sesuai Surat Perjanjian No. 5KDS/SPK/34.1/V/2025 tgl. 2 Mei 2025;35.643.000;14/10/2025;SUDAH DIBAYAR;35.643.000;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4703689106;5201415278
5TAN/SPP/1034/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;13 Okt 2025;5KDS/SPK/35.1/V/2025;05/02/2025;31/05/2025;5KDS/BASTP/37/VI/2025;06/02/2025;;Permintaan pembayaran atas Pekerjaan Penyisipan Bibit Tanaman Sawit TBM II Afdeling XI Kebun Danau Salak bulan Mei 2025 sesuai Surat Perjanjian No. 5KDS/SPK/35.1/V/2025 tgl. 2 Mei 2025;10.488.525;14/10/2025;SUDAH DIBAYAR;10.488.525;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300066247;5201415283
5TAN/SPP/1067/X/2025;TABARA;PT LIN Citra Wahana;14 Okt 2025;5TAN/SPK/82/5KTB/VI/2025;06/05/2025;31/12/2025;5KTB/STP Mnjr/01/PML/LCM/06/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) IV seluas 244 Ha Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 5 Juni 2025;12.861.680;21/10/2025;SUDAH DIBAYAR;12.861.680;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072451;5201483366
5TAN/SPP/1068/X/2025;TABARA;PT LIN Citra Wahana;14 Okt 2025;5TAN/SPK/82/5KTB/VI/2025;06/05/2025;31/12/2025;5KTB/STP Mnjr/01/PML/LCM/07/2025;31/07/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) IV seluas 244 Ha Kebun Tabara bulan Juli 2025 sesuai Surat Perjanjian No. 5TAN/SPK/82/5KTB/VI/2025 tgl. 5 Juni 2025;36.366.720;21/10/2025;SUDAH DIBAYAR;36.366.720;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072451;5201466497
5TAN/SPP/1062/X/2025;DANAU SALAK;CV Global Indo Konstruksi;14 Okt 2025;5KDS/SPK/43.1/Vi/2025;06/02/2025;30/06/2025;5KDS/BASTP/81/VI/2025;30/06/2025;;Permintaan pembayaran atas Pekerjaan Pemeliharaan TM Afd. II bulan Juni 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5KDS/SPK/43.1/VI/2025 tgl. 2 Juni 2025;24.513.851;21/10/2025;SUDAH DIBAYAR;24.513.851;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4703741815;5201441375
5TAN/SPP/1060/X/2025;TABARA;CV Cipta Anugrah Sejahtera;14 Okt 2025;5TAN/SPK/83/5KTB/VI/2025;06/12/2025;31/12/2025;5KTB/STP Mnjr/01/PML/CAS/06/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) V seluas 520, 67 Ha Kebun Tabara bulan Juni 2025 sesuai Surat Perjanjian No. 5TAN/SPK/83/5KTB/VI/2025 tgl. 12 Juni 2025;19.456.632;21/10/2025;SUDAH DIBAYAR;19.456.632;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072452;5201441569
5TAN/SPP/1061/X/2025;NGABANG;PT Mitra Power Perkasa;20 Okt 2025;5TAN/SPK/88/5KNG/VI/2025;02/02/2025;31/12/2025;Ngabang /BASTP/05/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan TBM I seluas 286,39 Ha Afdeling V Kebun Ngabang bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/88/5KNG/VI/2025 tgl. 02 Februari 2025;50.018.343;21/10/2025;SUDAH DIBAYAR;50.018.343;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072492;5201516803
5TAN/SPP/1079/X/2025;TAJATI;CV Lin Citra Wahana;21 Okt 2025;5TAN/SPJ/114/KTJ/IX/2025;09/01/2025;31/12/2025;5KTJ/Tan/BAST/09/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Menghasilkan TM seluas 1.340,52 Ha bulan September 2025 sesuai SPK No. 5TAN/SPJ/114/KTJ/IX/2025 tgl. 01 September 2025;52.514.553;22/10/2025;SUDAH DIBAYAR;52.514.553;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300075872;5201513627
5TAN/SPP/1078/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;21 Okt 2025;5TAN/SPK/93/5KDS/VII/2025;24/07/2025;09/07/2025;5KDS/BASTP/135/IX/2025;09/06/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Gawangan Mekanis di Afd. VII, XII, dan XIII bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/93/5KDS/VII/2025 tgl. 24 Juli 2025;147.057.552;22/10/2025;SUDAH DIBAYAR;147.057.552;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300074137;5201514303
5TAN/SPP/1071/X/2025;TAJATI;CV Fajar Citra Lestari;21 Okt 2025;5TAN/SPJ/106/5KTJ/VIII/2025;27/08/2025;31/12/2025;5KTJ/TAN/BAST/08/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM-0) seluas 213,03 Ha Kebun Tajati bulan September 2025 sesuai SPK No. 5TAN/SPJ/106/5KTJ/VIII/2025 tgl. 27 Agustus 2025;52.684.875;22/10/2025;SUDAH DIBAYAR;52.684.875;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300075869;5201513600
5TAN/SPP/1072/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;21 Okt 2025;5TAN/SPK/87/5KDS/VI/2025;20/06/2025;31/12/2025;5KDS/BASTP/139/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan TBM IV seluas 412,31 Ha bulan September 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/87/5KDS/VI/2025 tgl. 20 Juni 2025;96.097.284;22/10/2025;SUDAH DIBAYAR;96.097.284;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072456;5201512737
5TAN/SPP/1073/X/2025;TABARA;CV Cipta Anugrah Sejahtera;21 Okt 2025;5TAN/SPK/83/5KTB/VI/2025;06/12/2025;31/12/2025;5KTB/STP/Mnjr/01/PML/CAS/08/2025;09/01/2025;;Permintaan pembayaran Pekerjaan Tanaman Belum Memghasilkan (TBM) V seluas 520,67 Ha Kebun Tabara bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/83/5KTB/VI/2025 tgl. 12 Juni 2025;67.880.694;22/10/2025;SUDAH DIBAYAR;67.880.694;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072452;5201488128
5TAN/SPP/1074/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;21 Okt 2025;5TAN/SPK/85/5KDS/VI/2025;17/06/2025;31/12/2025;5KDS/BASTP/137/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan TBM III seluas 1.119,45 Ha bulan September 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/85/5KDS/VI/2025 tgl. 17 Juni 2025;310.532.705;22/10/2025;SUDAH DIBAYAR;310.532.705;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072454;5201512700
5TAN/SPP/1075/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;21 Okt 2025;5TAN/SPK/84/5KDS/VI/2025;17/06/2025;31/12/2025;5KDS/BASTP/136/IX/2025;30/09/2025;;Prmintaan pembayaran Pekerjaan Pemeliharaan TBM I seluas 885,.8 Ha bulan September 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/84/5KDS/VI/2025 tgl. 17 Juni 2025;345.504.476;22/10/2025;SUDAH DIBAYAR;345.504.476;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072453;5201512688
5TAN/SPP/1076/X/2025;DANAU SALAK;CV Kharisma Karya Jaya;21 Okt 2025;5TAN/SPK/86/5KDS/VI/2025;19/06/2025;31/12/2025;5KDS/BASTP/138/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan TBM III seluas 1.223,69 Ha bulan September 2025 Kebun Danau Salak sesuai Surat Perjanjian No. 5TAN/SPK/86/5KDS/VI/2025 tgl. 19 Juni 2025;286.218.430;22/10/2025;SUDAH DIBAYAR;286.218.430;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072455;5201512725
5TAN/SPP/1077/X/2025;TAJATI;CV Cipta Anugrah Sejahtera;21 Okt 2025;5TAN/SPK/67/5KTJ/V/2025;05/08/2025;31/12/2025;5KTJ/Tan/BAST/06/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Belum Menghasilkan (TBM) I dan III seluas 159,59 Ha Kebun Tajati bulan September 2025 sesuai SPK No. 5TAN/SPK/67/5KTJ/V/2025 tgl. 08 Mei 2025;60.324.743;22/10/2025;SUDAH DIBAYAR;60.324.743;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300069985;5201513737
5TAN/SPP/1069/X/2025;NGABANG;CV Jaya Kembar;15 Okt 2025;5TAN/SPJ/121/5KNG/IX/2025;09/10/2025;10/10/2025;5KNG/BAST/13/X/2025;10/10/2025;;Permintaan pembayaran Sewa Excavator PC 200 Long Arm untuk Pendalaman Parit Gajah Kebun Ngabang bulan Oktober 2025 sesuai SPK No. 5TAN/SPJ/121/5KNG/IX/2025 tgl. 10 September 2025;179.643.600;21/10/2025;SUDAH DIBAYAR;179.643.600;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300077024;
5TEP/SPP/735/X/2025;TABARA;CV Lin Citra Wahana;20 Okt 2025;5TEP-AB/SP/065/VII/2025;07/07/2025;20/08/2025;Ada BA Namun TIdak ada No nya;20/08/2025;;Pembayaran rampung atas Sewa 200 HM Excavator PC 75 untuk Pembuatan Pasar Pikul TBM II Afd. III Kebun Tabara Kalimantan Timur No. SPK Kontrak 5TEP-AB/SP/065/VII/2025;170.922.125;20/10/2025;SUDAH DIBAYAR;170.922.125;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072514;5201496752
5TEP/SPP/734/X/2025;TAJATI;CV Lin Citra Wahana;20 Okt 2025;5TEP-AB/SP/089/VI/2025;06/12/2025;07/12/2025;5KTJ/BAST/089/VII/2025;07/10/2025;;Pembayaran rampung atas Sewa 200 HM Excavator PC 135 untuk pekerjaan Jalan dengan Pendalaman Parit Afd. III, IV, V Kebun Tajati Kalimantan Timur No. SPK Kontrak 5TEP-AB/SP/089/VI/2025;169.762.780;20/10/2025;SUDAH DIBAYAR;169.762.780;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;430072695;5201498911
5TEP/SPP/736/X/2025;TABARA;CV Lin Citra Wahana;20 Okt 2025;5TEP-AB/SP/054/VII/2025;07/03/2025;08/02/2025;5KTB/STP/MNjr-LCW/I/07/2025;28/07/2025;;Pembayaran rampung atas Sewa 200 HM Excavator PC 75 untuk Pembuatan Pasar Pikul TBM II & III Afd. I Kebun Tabara Kalimantan Timur No. SPK Kontrak 5TEP-AB/SP/054/VII/2025;139.771.500;20/10/2025;SUDAH DIBAYAR;139.771.500;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072406;5201496679
5TEP/SPP/737/X/2025;TABARA;CV Lin Citra Wahana;20 Okt 2025;5TEP-AB/SP/053/VII/2025;07/04/2025;08/03/2025;5KTB/STP Mnjr-LCW/I/07/2025;31/07/2025;;Pembayaran rampung atas Sewa 200 HM Excavator PC 75 untuk Pembuatan Pasar Pikul TBM IV Afdeling III Kebun Tabara Kalimantan Timur No. SPK Kontrak 5TEP-AB/SP/053/VII/2025;139.229.750;20/10/2025;SUDAH DIBAYAR;139.229.750;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072410;5201496690
5TEP/SPP/738/X/2025;TABARA;CV Lin Citra Wahana;20 Okt 2025;5TEP-AB/SP/049/VI/2025;16/06/2025;30/07/2025;5KTB/STP MNJR-LCW/I/7/2025;07/10/2025;;Pembayaran rampung atas Sewa 324 HM Excavator PC 200 Tumbang Pokok Underplanting TBM V Afd. II Kebun Tabara Kalimantan Timur No. SPK Kontrak 5TEP-AB/SP/049/VI/2025;301.555.386;20/10/2025;SUDAH DIBAYAR;301.555.386;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300071689;5201497941
5TEP/SPP/739/X/2025;TABARA;CV Lin Citra Wahana;20 Okt 2025;5TEP-AB/SP/063/VII/2025;07/02/2025;16/08/2025;5KTB/STP-Mnjr-LCW/I/8/2025;08/11/2025;;Pembayaran rampung atas Sewa 250 HM Excavator PC 75 untuk Pembuatan Pasar Pikul TBM V Afd. II Kebun Tabara Kalimantan Timur No. SPK Kontrak 5TEP-AB/SP/063/VII/2025;171.463.875;20/10/2025;SUDAH DIBAYAR;171.463.875;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300072467;5201496728
5TEP/SPP/740/X/2025;TAJATI;CV Lin Citra Wahana;20 Okt 2025;5TEP-AB/SP/097/VII/2025;07/11/2025;25/08/2025;5KTJ/BAST/097/VIII/2025;23/08/2025;;Pembayaran rampung atas Sewa 400 HM Excavator PC 135 untuk Pekerjaan Jalan dengan Pendalaman Parit Afd. III, IV Kebun Tajati Kalimantan Timur No. SPK Kontrak 5TEP-AB/SP/097/VII/2025;317.682.200;20/10/2025;SUDAH DIBAYAR;317.682.200;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300073269;5201498909
5TEP/SPP/741/X/2025;PARINDU;PT Mitra Power Perkasa;20 Okt 2025;5TEP-AB/SP/092/V/2025;27/05/2025;26/06/2025;5KPR/BAST/08/VI/2025;26/06/2025;;Pembayaran rampung atas Sewa 200 HM Excavator PC 55 untuk Pekerjaan Babat Gawangan Mekanis di Areal TBM II Afd. II Kebun Parindu Kalimantan Barat No. SPK Kontrak 5TEP-AB/SP/092/V/2025;106.854.770;20/10/2025;SUDAH DIBAYAR;106.854.770;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300072785;5201502650
5TEP/SPP/742/X/2025;PARINDU;PT Mitra Power Perkasa;20 Okt 2025;5TEP-AB/SP/023/V/2025;05/06/2025;08/04/2026;5KPR/BAST/06/VIII/2025;08/04/2025;;Pembayaran rampung atas Sewa 500 HM Front Dozer untuk Pekerjaan Babat Gawangan 165 Ha Afd. IV Kebun Parindu Kalimantan Barat No. SPK Kontrak 5TEP-AB/SP/023/V/2025;180.944.500;20/10/2025;SUDAH DIBAYAR;180.944.500;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300070030;
5TEP/SPP/743/X/2025;PARINDU;PT Mitra Power Perkasa;20 Okt 2025;5TEP-AB/SP/015/IV/2025;28/04/2025;06/12/2025;5KPR/BAST/07/VI/2025;06/12/2025;;Pembayaran rampung atas Sewa 250 HM Exca PC 55 untuk Pemel TM Afd. I Kebun Parindu Kalimantan Barat No. SPK Kontrak 5TEP-AB/SP/015/IV/2025;135.226.218;20/10/2025;SUDAH DIBAYAR;135.226.218;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300068912;5201504127
5TEP/SPP/706/X/2025;NGABANG;PT Citra Borneo Khatulistiwa;13 Okt 2025;5TEP-AB/SP/016/V/2025;22/07/2025;08/07/2025;5KNG/BAST/09/IX/2025;09/06/2025;;Pembayaran rampung atas Sewa 975 HM Excavator PC 100 untuk Pekerjaan Dongkel Tukulan Afd. I s.d. III Kebun Ngabang Kalimantan Barat sesuai SPK No. 5TEP-AB/SP/016/V/2025;582.490.956;13/10/2025;SUDAH DIBAYAR;582.490.956;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300072793;5201506766
5TAN/SPP/1049/VIII/2025;SUNGAI DEKAN;;;;;;;;;;;;;0;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;;
5TAN/SPP/1050/X/2025;PELAIHARI;PT Global Widya Sinergi;17 Okt 2025;5KPL/SP/26-29/IX/2025;09/01/2025;30/09/2025;5KPL/BAST/52/IX/2025;30/09/2025;;Permintaan pembayaran biaya Pemeliharaan TM Afdeling I-IV bulan September 2025 Kebun Pelaihari sesuai Surat Perjanjian No. 5KPL/SP/26-29/IX/2025 tgl. 1 September 2025;134.300.880;20/10/2025;SUDAH DIBAYAR;134.300.880;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100295045;5201514817
5TAN/SPP/1051/X/2025;PARINDU;PT Mitra Power Perkasa;16 Okt 2025;5TAN/SPK/08/5KPR/II/2025;02/07/2025;31/03/2025;5KPR/BASTP/06/V/2025;31/05/2025;;Pembayaran Pekerjaan atas Pemeliharaan Areal TM seluas 627,26 Ha bulan Mei 2025 Kebun Parindu sesuai Surat Perjanjian No. 5TAN/SPK/08/5KPR/II/2025 tgl. 7 Pebruari 2025;38.558.564;20/10/2025;;0;38.558.564;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300065455;5201489786
5TAN/SPP/1052/X/2025;KEMBAYAN;PT Mitra Power Perkasa;16 Okt 2025;5TAN/SPK/58/5KBY/IV/2025;25/04/2025;31/12/2025;5KPY/BAST/TAN/056/IX/2025;09/01/2025;;Pembayaran Pekerjaan atas Pemeliharaan Areal TBM I seluas 311,16 Ha di Afdeling I & III bulan Agustus 2025 Kebun Kembayan sesuai Surat Perjanjian No. 5TAN/SPK/58/5KBY/IV/2025 tgl. 25 April 2025;91.869.153;20/10/2025;SUDAH DIBAYAR;91.869.153;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300068842;5201500702
5TAN/SPP/1053/X/2025;PARINDU;PT Mitra Power Perkasa;16 Okt 2025;5TAN/SPK/09/5KPR/II/2025;02/07/2025;31/03/2025;5KPR/BASTP/05/V/2025;31/05/2025;;Pembayaran Pekerjaan atas Pemeliharaan Areal TBM II seluas 60,28 Ha bulan maret sd Mei 2025 Kebun Parindu sesuai Surat Perjanjian No. 5TAN/SPK/09/5KPR/II/2025 tgl. 7 Pebruari 2025;34.959.681;20/10/2025;SUDAH DIBAYAR;34.959.681;0;Investasi On Farm;Pemel TBM diluar Pupuk;CAPEX;4300065459;5201488095
5TAN/SPP/1113/X/2025;BATULICIN;CV Kharisma Jaya;24 Okt 2025;5KBL/SP/16-19/V/2025;31/05/2025;30/06/2025;5KBL/BAST/16/VI/2025;30/06/2025;;Permintaan pembayaran Pekerjaan Pemeliharaan TM Afdeling I, II, dan IV Kebun Batulicin bulan Juni 2025 sesuai Surat Perjanjian No. 5KBL/SP/16-19/V/2025 tgl. 31 Mei 2025;46.980.117;28/10/2025;BELUM SIAP DIBAYAR;0;46.980.117;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4100291327;5201508213
5TAN/SPP/1112/X/2025;PANDAWA;CV Lin Citra Wahana;24 Okt 2025;5TAN/SPJ/124/5KPD/IX/2025;09/11/2025;31/12/2025;5KPD/Tan/BAST/9/IX/2025;30/09/2025;;Permintaan pembayaran Pekerjaan Tanaman Menghasilkan TM seluas 2.146,92 Ha Kebun Pandawa bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/124/5KPD/IX/2025 tgl. 11 September 2025;44.494.088;28/10/2025;SUDAH DIBAYAR;44.494.088;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300076270;5201518399
5TAN/SPP/1111/X/2025;PANDAWA;Koperasi Jasa Palm Taka Berkah;23 Okt 2025;5KPD/5TAN/SPK/06/IX/2025;09/01/2025;30/09/2025;5KPD/5TAN/BA/06/IX/2025;30/09/2025;;Permintaan pembayaran atas Pemeliharaan Tanaman Menghasilkan TM seluas 670,16 Ha di Kebun Pandawa bulan September 2025 sesuai Surat Perjanjian No. 5KPD/5TAN/SPK/06/IX/2025 tgl. 1 September 2025;5.559.000;28/10/2025;SUDAH DIBAYAR;5.559.000;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;41000289829;5201513036
5TAN/SPP/1110/X/2025;RIMBA BELIAN;CV Kawan Sejati;23 Okt 2025;5TAN/SPK/95/5KRB/VIII/2025;08/05/2025;31/12/2025;5TAN/SPK/95/5KRB/VIII/2025;20/09/2025;;Permintaan pembayaran Pemeliharaan TM seluas 907,19 bulan September Kebun Rimba Belian 2025 sesuai Surat Perjanjian No. 5TAN/SPK/95/5KRB/VIII/2025 tgl. 05 Agustus 2025;59.359.947;28/10/2025;SUDAH DIBAYAR;59.359.947;0;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300074380;5201511329
5TAN/SPP/1118/X/2025;KANDIR;CV Anugrah Perkasa Mandiri;27 Okt 2025;SP/Palm/R5/2025/0045;17/06/2025;17/07/2025;Lokal/BA/0048/VIII/2025;08/07/2025;;Permintaan pembayaran atas Pekerjaan Pengadaan Herbisida Glisofat SM I 2025;1.948.294.200;28/10/2025;BELUM SIAPDIBAYAR;0;1.948.294.200;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300071778;
5TAN/SPP/1117/X/2025;KANDIR;CV Anugrah Perkasa Mandiri;27 Okt 2025;SP/Palm/R5/2025/0045;17/06/2025;17/07/2025;Pamuk/X/PBM/03/VII/2025;07/07/2025;;Permintaan pembayaran atas Pekerjaan Pengadaan Herbisida Glisofat SM I 2025;1.361.259.600;28/10/2025;BELUM SIAPDIBAYAR;0;1.361.259.600;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300071777;5201447040
5TAN/SPP/1116/X/2025;KANDIR;CV Anugrah Perkasa Mandiri;27 Okt 2025;SP/Palm/R5/2025/0054;07/04/2025;08/03/2025;Dasal/BA/03/VII/2025;17/07/2025;;Permintaan pembayaran atas Pekerjaan Pengadaan Herbisida Glisofat SM I 2025;1.297.945.200;28/10/2025;BELUM SIAPDIBAYAR;0;1.297.945.200;Exploitasi;Pemeliharaan Tanaman Menghasilkan;OPEX;4300072595;5201452206
